"LOCATION_NAME","LONGITUDE","LATITUDE"
"PENDİK YENİ MAH.","29.229617","40.88098"
"ISBAK-Menderes","28.878733","41.042755"
"IETT Garaj-Avcilar-Out","28.434812","40.590628"
"IETT Garaj-Hasanpasa","29.023297","40.593952"
"001-IBB Eurodesk Temas Noktasi","28.975377","41.012464"
"012-Ali Emiri Kultur Merkezi","28.939623","41.019626"
"METRO-M1B Ucyuzlu","28.870625","41.036733"
"HALKALI ÇAMLIK SPOR TESİSİ","28.7920729990691","41.0332136139277"
"BEYLİKDÜZÜ BARIŞ MAH.","28.64823","40.99667"
"SARAÇHANE PERSONEL GİRİŞİ","28.889769","41.009978"
"038-Sahintepe Turker Sokak Otobu","29.011473","41.080041"
"012-Sariyer Kultur Merkezi","29.052068","41.124414"
"018-Bakirkoy Meydan","28.873867","40.980883"
"060-Edirnekapi Trafik","28.928432","41.030349"
"SANCAKTEPE SAMANDIRA","29.22716","40.98658"
"TÜRKİYE YEŞİLAY CEMİYETİ","28.721899","40.981589"
"029-Sile Engelliler Kampi","29.471361","41.187223"
"059-Besyuzevler Mezarliklar","28.883214","41.074559"
